msno,city,bd,gender,registered_via,registration_init_time
Z3S490KkYUbeA6Y6SnJe9zPaiJehKWaddTCpFyR7cJA=,1,0,,4,2016-12-29
5cs+kXOQqP8Vk5ejMUmtkQjQ0U/+a5beJrFUt8VN4tY=,1,0,,4,2017-01-16
mknGnafR3N+7ysSOpEg4pdeNIsrUl9bBygy4bZLQbf8=,1,0,,7,2017-03-01
eydbzlueEMco0GTXnROBc73OGnkz/x+ruzFc32gJVDs=,5,26,female,9,2014-04-07
4XWXmu3FNYmFaFf7mrkv/KQylAUCMnAMtiEoieM2OyY=,14,17,female,9,2007-10-05
b/ec3c0Oey/A9eY7DpWCLTbctKQppk6twZRG724rlsc=,13,28,male,9,2007-10-18
WsD+ja3RqQa/3VJkBiaZ7udW36Kg+OETLXeZd8jQ8gY=,12,26,male,3,2017-03-22
D4VEqSu5/fFdQjiw84ePTrqL0t8wjB6gx/2gXfex1Mo=,1,0,,9,2017-03-25
wVmL3WZ1CgNGFcnXLZHGDzSNCQs8YdY2AIoCtnhVLCA=,5,17,female,3,2014-10-05
Y1ZeLS3wASdf1zqGZ4Wa0vQ/gVQ4vHAF5FoXvrhbnYU=,1,0,,9,2014-10-10
6wAtpaqCtDXmLFl1WKFvB4nKCDm8qD+b4jYM2m1D6AU=,1,0,,4,2016-05-19
Bs1eazGzt/LJeXe4BYJgtG956kTq0NlyAdL03wSYfqE=,6,20,female,3,2013-08-27
oomeM4bthjMpETeOl49GHgHWuc83CzfGZqOskDw692o=,22,21,female,3,2014-11-25
n/DIGMsIEifNNpH3yp2IlGOzw3UzR9g6ZyE5UuXL2Lw=,1,0,,3,2013-09-12
s8T95VLd4U3G1uFFTox9J7TFc4gpFRD9GdOCCyNslPA=,1,0,,4,2016-04-27
r5q85uxSgSkSJ967B85vt0/OA1fDLYHmlcXNnxvUd98=,1,0,,3,2013-08-18
W1v6tGm19QVnrbbcgRfpuhmrSFqyqQ5niLasLfWzD3U=,4,52,female,3,2012-09-17
6SCJdog4J28tPyS28f3ZI3xw+gz3eX6eVnj3+lLRE4c=,1,0,,3,2014-04-10
LW4zixU6lpo3XrwlbOBtFD4ETZAexqeTHaEDorbDQ70=,15,19,female,9,2009-11-28
/G/XFknHm94YVoCefhCyvnB9mAFM0rUSMqSNA/n+jTg=,13,34,male,9,2004-04-07
FjCFxnRx/rxrq+9xQg2kZPwi5NSgL30+Dg8PSpFDtDw=,1,0,,4,2015-11-04
Uxx6jX+BiWP4au5Kp7+/+wPWRVDP8I8Xp5o5dQDlWj0=,5,21,female,3,2017-03-31
D0bzci5y5VdZNhjEq9327UpxITNgYvgA6C9xOEENkfQ=,1,0,,9,2012-02-12
fH1Zz4lUeEsxX30G/V76NqBoHOS0vuGSFN9HjKWnCpU=,15,21,female,9,2012-06-08
gIxEBLZplbNKi0ATksW8Jb+3mX+kiRkjVpQRogACo8I=,5,45,male,9,2013-09-25
ciHhpt2YdHfg2zi43ylzjC/DtOmXG/3VsGoc+ORbAbQ=,1,0,,7,2016-07-11
zxlf5UTbXlNZWFdY2coNC8fW+ppjsFfV3Ppky8/4G54=,1,0,,4,2016-04-27
9Si+9typcbfXfCxHvZ9Iy4SaItzmWlSbQJIu5Ebxm8E=,1,0,,4,2016-05-28
JiO0uOfN1mEhT4AJd6mdx6KaRuSumLzILcG7+O5VGpE=,8,19,male,3,2014-11-28
Dd8FzYynHmWw+iJ7Rh+uIh0bgbn4uvnFAOgH3GGO6pM=,1,0,,4,2016-06-25
bWPOdC6caaBTk38wpsSS1+zX28omimMB2vdqUxvOngA=,1,0,,4,2017-01-26
MRwaWQbagBs13YQUW5YUFuxZw6JLTNj+P0lOmBYoPsk=,1,35,female,3,2013-10-30
u+qoijjHkSVBuGUxsjQrNrI9xR1mA3p8QXp7jCEn//w=,1,20,male,3,2015-05-31
CjPph5ad8BcryqlBFIyaYvgvL1l8hmjmvmXxS4KPMm4=,1,0,,4,2015-10-12
DQ7/Aq5zsa2HDmh6bYQiKw6MZRwAJR7fsCukM8Vq3i0=,1,34,male,3,2014-11-03
pjhVALlJ6vVTXzLRsEPzKUnHjxYqJBRQrQ606avmzLA=,1,0,,2,2014-11-07
lPquSR54VudBeff6lyMX5Ba0TeFQZ6TSG76z9YpjJYU=,13,23,male,3,2014-11-07
4Scy95ENvFOCH/zem4ATy0Sjcox8NbLuXky4qR5+Q4I=,3,22,male,9,2007-10-25
1CQUWViCMjut+284z16GxAAI6akPcfA9GuExAk1cNX4=,1,0,,7,2011-01-26
FotL6sDkj6SQrC2mh3N2nxxeiwPzYWYwddf0zsu/tPE=,1,22,,3,2013-08-02
c5yekTFWOIzAtdd8rokdHJ5JdGM4pSnB0A4DrMTiWHA=,17,36,female,3,2013-12-22
jg1qTiyYVAmqunpsfhWluMRfMXCJ2iv7B/3SdADq8MA=,12,16,male,3,2012-12-08
41E+8a7x+MjH9bXwLbkYE2BsEdiG60xXeylb+Ua09Eo=,1,0,,4,2016-08-02
oRzkhQ1T9HpKdsuXRdl0M1kNTn883sCI9PwqF3Hr9pE=,1,0,,17,2016-08-20
6gFgm6R/BMK7bb4/Sfth0Ko6mnl7Yzg8mftjKWUiz+w=,22,25,female,4,2016-08-23
BRTE/sw+CtCr6r9mbNkCH/TkPU8//Ke2tzCZO7g8H1w=,1,0,,4,2016-09-14
3AFouLb904oXb2RP9ZjwuGRhINAC+baL+ys7WEZQyNQ=,1,0,,4,2016-03-06
XY605PydSYbJg0Sv1jCr6EYrtMl5epNsyhOrBgVdLY4=,1,0,,7,2016-03-06
Bo6DrsmV28KAquJeLhOErKJi7KURaNmmgJj+wCF441k=,1,0,,4,2015-12-09
Qm0qg5VkIv9JAE5WnzY5BwnW8USqV65MZJ4SKx3bnNw=,9,20,male,9,2010-01-01
9rzbu7TiCDnfkSXSx9O0DZhmEBSncZ0VBmS2l1b5kg8=,22,34,male,9,2004-03-27
B/n1AAfsFnqVbxaKWnG+cnmPJThdCTCD9TFerQs4K2k=,6,28,male,9,2013-03-15
8xckjTWGlef5zCre75ZGL6SYnC1paUqYWrvN4XGB9CA=,10,26,female,3,2013-06-01
M5fqWKYi2vayEPI54PSXBkj/vJKc0gnrMKE0Tw6+Z6A=,1,24,male,3,2014-11-13
6FZZ835fp5UAncj0zaxSckoM//6HnsrZgBAbQC1yWCU=,1,29,female,3,2015-10-16
jzTCz3qv7zbUl0rWMjOA4HMYXPtbPbt0azcAoTCn7bw=,1,0,,4,2016-04-06
lwyY7gtoanu41gIEryIH04wyCMISON+RzNCRr3xzdb0=,1,0,,4,2016-04-10
E6Z8ibks00OCBomHeOoCyd1EvDvt7VbPynk2TDxcBWM=,5,36,female,9,2008-07-14
io90NSknBa/AiwtAxgf7tHsptJc1SPC4G6ye4cV8wtc=,1,0,,4,2016-01-03
ecb9HpwtLNXNd34aK00eu042JpVRcyb6bes02iNKn2Q=,1,0,,4,2015-10-14
G1TaHwzfp7+bQuatg/tbR9JDAWmcoweo0P7Wo6cj/ZI=,1,0,,3,2013-09-20
8kF9T/SvhpHd0enJPiSYSA/iEnNWOmwMozEEib4lL20=,1,0,,3,2013-08-27
YQt947QUEUgfH9SWerUTn5LRwgP2gVFI+Et+PlAE7J4=,14,49,male,9,2012-08-19
3++7g5MX7UiDoIUsxX4LvAklWYngSKL+CMJdWr1WCS0=,1,0,,4,2016-09-10
0ER5H6LbsVRI1SbaXls+tDxfqOGkYdx/qIl26cKz2Vc=,1,0,,7,2016-06-20
XDtBMhJmjxOLX32sv6JLOyKEYAf5p4h8dZIVNdqQD0g=,22,28,male,3,2014-12-22
LwUlUSwnhIWvY5GrZ6r5g46JklrfjAodiuFqfHoKRvQ=,1,0,,4,2016-06-24
dRfUqCQTYAQzdI1QKxBapbZpzYSr6CtAQXpSnXNzA/Y=,1,0,,4,2016-06-26
UxUCv4h979i+1VCmb3yucyckU6k1MxoyHKahA6xdfxs=,12,0,,3,2014-01-21
Sr7RodZ453Z1SKmAI7gbWu415uaAUmW8ymPkzfS3f+Q=,1,0,,4,2015-11-08
ZJ0m6FNEud7wE+Q5czCm5+Umsh383AJXFT6zD0cUlSM=,1,0,,4,2015-12-26
jV+ylSmsfe3JD+VxV3jq9w/CzmT6a2PC/9C/AG6NggY=,1,0,,4,2016-02-14
omQ/M3+brqaWudQAjomCg+sRfI/hYz6cYXduCjmLWcQ=,1,0,,4,2015-11-29
tUSiUdkStkNtoA5LXIboWoq5nkoYw/MyWx53di++uTk=,22,26,male,3,2015-06-03
VWUqyVocM2Yo0ttpplyPDaxbCmAMkN/j7C7Jr00a1rA=,1,44,female,3,2015-06-13
r3q8ONQS0IlwTfTDrqaiZM1KN3dtQXY8GzmCfC7mvRU=,1,0,,4,2016-10-03
R8h9UTCNO0XZkIP1H9yCWJQdT+gIgg1fIaX/+HEtC+Q=,1,0,,4,2016-10-04
G5UcloCxHlQ/1eW6j7lMxyiBZfQ7VYvpzBer0bSNQT0=,15,37,female,3,2014-03-28
vs4H0Cri3UeNTGAJ1Fldj8rRrPMe4hbWKVIAp/CrlWA=,4,32,female,9,2011-02-17
MOqfQ0MlHcXMGb7/eRCHa9LNq3bsXb2n06sdrt3iES0=,1,0,,4,2016-04-13
Z8Zfi9iwAlnp7umUDXy/Up6t+j0Rn9lXB4ibNL14jTg=,1,0,,4,2016-04-26
O5kx1+35ZN/sHNFSJAe+T+tqtPmMBCXSvFHWAzR+k3U=,13,22,female,3,2014-03-06
Tw+4nBDUTnKLIO/OsXsoL78CE/BC+N+gsCpidtAE+x4=,1,0,,3,2014-03-13
JTAyLRD0e0yPhu3byD3Yp/97SqTLI8Ms5FK67bnw2qE=,1,25,female,3,2014-10-06
ftRHg7oVyX++FKOXPWzfcYlaPqHttvG0ui+lqZrT2+s=,6,49,female,3,2014-10-10
hP0U0147bnmRPylagPGFkGlYXZjSmByHyWbIeP7qTMo=,1,0,,4,2015-11-14
Jd+wktbZMWpGXf+FabnCipBz0aUGrmD5FrotJ0CwNHs=,22,16,female,3,2015-08-19
fpMI6BUmZ9FytIGlX/6Zn4Sw1vsVaxHgJq0GdHb699o=,1,0,,9,2015-08-19
LW29STSyS7WeLqqhxbOw+ekGDsD0G2L6Xvtv/Oikyxc=,1,0,,4,2016-08-07
wZTRH9ZEIgbownmWGNISgSjF6Kxpw4N8IWhHx3IcqJs=,1,0,,4,2016-08-10
H9QcwfI/cyFaE3bRAhyY56xF58E75msRFvisQFff5NY=,1,0,,4,2016-09-20
3E2M+/b/qhmPgBStxOfbt1qD5waxTiozuoBRUE8CyGg=,1,0,,3,2014-04-12
63OYbQdBaEhcGbrGL6JSNxxrp2LeE2HuY65b60JKqe4=,14,20,female,3,2015-08-13
tXR3GIr43wrlDtnzpvWBfpTM/fpXofAIiTRMElH9zMA=,5,22,female,3,2015-08-22
8/ApAz5ZLEmfN2/mTXUozVysgQrst9/Uq3mrm+kcOkw=,1,0,,7,2015-06-04
S+XfcckbHHTbJsX5UgsMQHrnTbL3DtphnioXo6Sa0iA=,3,0,,3,2013-03-12
4AFujK02FhiGMZ6AUxerttK6cCfW3obEm2wXZZpc/Dc=,1,0,,4,2015-12-29
yiSq22A5O/D0Iyx6RF2DZdgSyd5H2wdwNBvWB5xz5Pw=,5,20,male,3,2015-12-09
Tp0OODtfhcSMpOlTdjLOnin2+YV6IhULEuKKPJsYcoQ=,4,17,female,3,2013-02-01
nGo/ZjNhZTQT3FUwEjTOGdzupnLpVVEc/mjHUgMjOKo=,6,26,female,3,2013-02-20
naANtW+m/qt3+1ZbYPPuHCZWIrqe3nM5CRtKd5ji6jc=,1,0,,4,2015-11-30
62vd2GXyY6RyW16eliil9SfXhmSG5/qJWoYgXV3b71I=,1,0,,4,2016-01-01
hRcFIZTYmMv8SUQ6G+DqpPhxuknCwU9lHaoYX1Y+CoI=,1,0,,4,2016-05-22
1lgxe0a2MKsRbMtsyHXN0KgGoSopBdhkE+9TMAO3uCY=,1,0,,4,2016-05-26
0XOuvPtnm4deuFXVshYv+Uy2rq32rXlA7d/va86Xykw=,1,0,,7,2014-04-02
CWzjI7SOZz1Y80AYR3TY2W8i70EmhKJuGJFTyFsEk6g=,13,27,female,3,2014-04-08
td+m2NECKDNFYzbcAPaeLGthwrYlsooihXtT32q0uGI=,1,0,,3,2012-12-08
jPrqP54WZS6gQIAJmntYi0R/8SXnFopi0jdWgHsx9qI=,1,0,,3,2012-12-11
yrx8+OVJ4dzr9hxFgByeijKAx0mS09euXVxWO0LS/jM=,1,0,,4,2015-12-18
fxtyFlgCvw3PEMzL84k2M3Ydp5JAuWfkY1ufsfS7VXk=,1,0,,4,2015-11-18
h6Bi3iNA0srkfH7XpztXBMqGa7tNk9VcAadaBYY2kic=,1,0,,4,2016-07-27
pes91W5rJ7piOWtzzRjOnZ53sO8QIQHfQL1WolQrXbc=,1,0,,4,2016-07-29
+HCP72jtj+UYLojrH3dZcMYK3fv03RVOB1B+1CI+M44=,5,29,female,3,2015-08-02
L38siS/GswClERTP701+TkW8YLyi/Ufmd528iC2wAQs=,1,0,,9,2015-08-04
XcsOUjlKIIadmJbI/cxndjnA0CLF58g+6GH8WfRrbw8=,1,0,,4,2016-06-18
Ea6al59flDVdwIPC4ZrtnnJnqyQsMwfJgySSD7GleF4=,1,0,,4,2016-06-22
Kd9g7tcUCWVxnddbqW9xLBYe6PcBVFb/o5ImvrJh5U4=,1,0,,4,2016-06-29
OGJgqkyTLILIfP5mfbT1DLXmwRlLs/2bNJE+iRwoouU=,1,0,,4,2016-04-24
4iLdMTK4B57LVnOoa6E5D5igh18GsbWSroMlwx5p73I=,8,18,male,3,2015-11-14
6+/V1NwBbqjBOCvRSDueeJZ58F4DY7h7fG6fSZtHaAE=,1,0,,9,2015-11-12
GVa+ivDSrKdvCiuGaBjC3f6oeoYthZcG4oJiaIY2HKk=,12,21,male,4,2015-11-22
d12bFQ1LQI+ds1x6wGqaV4GHPae2aFItN6r5M2DEakQ=,1,0,,4,2015-11-15
CvMwoq4bAtg8nfb9xcnCXUcbUZPNsjSehpSvKH3BdJk=,1,27,male,3,2015-08-30
soKrcqwvmFnaj9xF/iG9hEJKtvE/BEYMVanz4xxDls0=,1,0,,4,2016-04-07
Y1ySD348gFwVu0I9YbHU1P3DsjqUZrOdXiQahDEcejo=,1,0,,4,2016-01-27
32sFFQrcmalPxCAQzrWZzgCrCGpvObAWaGeXPbz9ADo=,15,38,male,9,2007-10-12
ATnGnyeNcYFZKKRPtpQW6SkUpfSUl0Uz5Gg3Ru0Qwg8=,1,0,,7,2016-01-07
HGgLbjS/WArujpo1/gSdKvwP+M03R4Hni1sASZtEqmc=,1,0,,3,2014-05-10
yDFOnn1sYsvN9SdfPRAuWUqwYvNZRvnbdqUDkWtCLjc=,1,0,,3,2014-06-06
2FYxQif5C9Yb/olHeZtZjRJTY++eqAlKNRBwSq//nwk=,1,0,,9,2014-07-10
uq470wN1ZABI4+JLGWu8um/ENNfra6y3t5OBmopnM4c=,1,0,,9,2014-06-22
+CvfLerWwcjvCaEJhkcxQBsLeZ1A83VvqipE7DLQ4uM=,1,0,,4,2017-02-13
3W7w3EGiITbMgr/ukle2klufwnu00mEMbZ6PD85qq9A=,13,34,male,3,2014-03-02
+XdQnS9Tke52q7BVaq1EHo37BI0125PcrtSnAkqUywk=,1,0,,4,2016-07-10
7taSWB/lrHoMOT8aJQcfUIMgi+0ObzjIxnlfH/Qh0ZQ=,1,0,,4,2016-12-04
oD9bA+gMTgl7rBQ9clc8Rcoz+j7yKiMxyONo5Wl+83Q=,1,0,,4,2016-07-07
moha+JE8qh+pYaX5ufyPHZDnAKYSPuWrrbLUMvfVHFw=,1,0,,4,2015-10-24
M2we6dEMa9Km4MIsHD4CXeyguDRofhVu0SgC2MqBs3w=,1,0,,7,2014-02-16
mAVIXCE0dEqWQvhyW4AdBfJREPOt1QagXZfmnXMEFZU=,1,0,,4,2017-03-05
yguQ0vYtXvJtDrhfL2DwMAGKGZMnaF2JfiRSmlFha/0=,1,0,,4,2017-03-15
tUdLp0QwHRjfC9WDROheO1Stf37SrjHlIU5B3qI28Ck=,1,0,,4,2017-03-16
z3BHiZEytrhkbpCewzMA6Lf7uXo8V0DX317ktui8Yl4=,13,22,male,9,2010-09-01
4+3BIvIrPKplnpmiQ+CEdkvWQJktWn9qIQQz5yBN5Qw=,1,0,,4,2017-02-27
HFXYX9Ca/ArVnWcVcAze74XVjm8tW/AllxJQWs4ZO+o=,1,0,,9,2017-03-06
jgY2+sCgcP8dPzDM+AZy+QINU/SgbVvk7kbangCj5Jg=,13,28,male,9,2008-02-10
+TcuP6gEd8pgNbMs4HlVa5OONU0PXX9lj7dnl8/gjWE=,1,0,,9,2014-05-03
qG8koFtWhGit/dFv7FCZQuqQOt+elb+Mj/Q0pf8pEEc=,1,0,,3,2014-05-24
YBm+WXkH7EhXaUqta0sCx4eV8pHsaMBytkUZMLiCFqw=,1,0,,4,2016-11-12
4o+f2q0dh3/LeqvRuVA/3TmEpv6aWXtGGH0UyWNpKR8=,1,0,female,7,2011-01-21
1sIw4ZeZTCoA8tp3cJFtwSqw7HVlfb8pHsWWfPixBK4=,1,0,,4,2016-11-09
h5ZDGBiTybzeARYq5KpRqtSdrVaZc/CPyPLIEDXLbtU=,1,0,,4,2016-11-23
t/J1jLrV9nLqFTJ2ZZD+RiFChsxBeEG3diBz4TFR4EU=,1,0,,4,2016-12-16
Cqe4OWG1eZQR6NqvVF9BiYRf9JMIeCS0mi3eFJcMPmI=,5,55,male,9,2015-07-01
I2sUK3G0fHnG/JcUtF9BexnhFOZSlqcxjoJSeP+lnes=,5,18,male,9,2013-09-18
QIZZmyBABY9GE1dJqsd3hhAlb537Zd9B+nxo/mtBAG0=,1,0,,7,2010-12-31
3+E4Gv3ugS7S0pJ7E0Z/NMv+V5QIN3xsE1Wj1xqLivc=,1,0,,4,2017-03-18
IEKuOV/CKW/YxY6vrzU93RT2aA79XXJQsy1UigbK0dM=,1,0,female,3,2017-04-02
VpdeQQr5txm23Wn/cDzhpz+vG+5XQjIujGq45yUUvas=,1,0,,3,2013-09-28
jarDvtszR5bAVrN3SCPBFSlGOHjlVyaPHufVxWmCSF4=,1,0,,11,2010-02-13
bZ7bwlaKShx57mjNGt7aZxnDHM2T8j3kcixJ2iH/e08=,1,0,male,3,2013-09-13
dFA9nbyQ2ijQHlhx6AIpBqmmV9SviEM3d7+vX9GzjqQ=,5,51,female,3,2013-02-23
gn16X+eZQAJeHB9DtMfnysLdBebZkHcOXURgdCZNmcA=,5,35,male,9,2005-10-17
ojaVyLKshucNLNsQBCu8YSc6nrQgVAxp01vGA3VK+k4=,1,0,,9,2015-09-23
n1ohWh4xIQg301Hs+y2jj2sbFoeTpifciOSOUTtkVwQ=,1,0,,3,2013-03-07
xP1BmR+KYrybn+Fty5vPt8vRkMoZpC2SFV3Njk2Sjpk=,1,0,,3,2012-06-20
IUA6Zb/GcKqEps1ISqMrtuhBjqSaRBhWh03o64p7a/o=,15,30,male,9,2010-10-05
AN3L1gujJ+B074M2CDbvBYfnLfUdgNB3xIQQmVLFCfw=,1,0,,4,2016-12-11
ye3kz5LkXaOLPLqURAaYTEAnMgrJnoPs8A004eyp8CA=,5,38,female,9,2013-10-08
Bz57gmgXCf3S0/IaJ8Jqx4FqKYIiwcgkfFiRZrHaS7M=,1,0,,9,2014-05-10
idz89PT0pvGICiBMwz+PuGKFpoiwyT+JTtRUczjR8UA=,1,0,,3,2014-05-24
1f7I4f+kso1aVe9qKxw+F1ONDRdSdziciTN9TIMjYbo=,1,0,,7,2013-11-20
W6lcDPVEWDbjqfzvjjtqhZTB0sa7XsVtruanwQz6aJE=,21,21,male,9,2015-10-01
diX3JQBce4Qq9Neyvw88afCWMxc/Trr2hPPd4LsxiaE=,1,0,,4,2015-11-23
5Vv6ADHlx4PBKciyrJz8+grrXrolw2a2XAAx1LYxXro=,1,0,,4,2015-11-28
0aEHUD4huIFCZe+1urrmC3Iz3TcIF6VL2gnNhuUhuAk=,1,0,,4,2015-10-25
K1oxUs3icQDLpZcYnZ+awQE/DAyNRCUbXR/VTUjJ2GA=,4,21,female,3,2013-05-28
ji+u1qsKz3fVOaBRZWz7mGyf+HYcbXuxxHhL9dlgjWo=,22,33,male,3,2015-10-18
m+4k3DCXELOkevY8taR8o4WZldoRh6A+dRPyn6MB4RY=,13,0,,9,2013-11-30
cM+KRJhlGF1u6lnqrkwE0IlksNBKAn38viOzLNrVFdI=,1,0,,3,2013-12-12
nwlTp8aUeXYNlzdEhBKNoii6BTLFTtI+Q10igaGfuqk=,1,0,,7,2014-04-01
PEapI2It5xVq4O7MPQEuYkDwxrEJT5O1UunGrte4Xvo=,1,0,,9,2015-06-10
DnW79ywLAGpxaBOOKR2ux2V/0oa3n/IqIOmrs2DJkX0=,14,25,female,3,2012-11-28
bbqStY1XJ7K+7qkS5n6f9A1I95t2GACaiE+95elRy9A=,1,19,female,3,2015-08-05
UIi9qU1khTnDxRUpXIUOr+p+fS0bTc2bnkHjR+SOh0k=,1,0,,4,2016-03-21
pE2i+DDUJ7bndg6ef+WaXNbqu6ivIUsVm+kc4DH0t90=,1,0,,4,2016-01-23
djYqwzggnDU/7Q4nPRvGwoJsvYTTivAfgixT15C07dM=,1,0,,4,2016-04-03
Uhxm8iz2gE/tuGD3wTb3NejKp+xQP6DMuKvaLJ2OARc=,22,0,female,3,2015-01-06
ZZ6xpflgA0CPBdkAcSWCjt3rof3ITeh0N9Jc+2n8WKA=,5,30,male,9,2013-07-06
vJC520MFcEkNicudmdHCivatDd05sWuEFO+HScr00rg=,1,0,,3,2014-02-10
xnhb277V5LXVfGXDb7tS07Hz0YzYeEF2YI3c0NGrFQQ=,1,0,,3,2014-02-26
hDXTEj1gQEa1elcupbT+gy8GWB6xs6KJ8PKeEI1k4wA=,4,50,female,3,2014-10-30
A36vOBvdE72hwfWGNWEGPdcqTMa5F2OlRHaKYHlJ8jU=,1,0,,9,2014-11-18
kcRCHBERyl+G00VUe5dcEHdSZC0y0CW2jKU0yE1ZFmI=,1,22,female,3,2016-04-17
+l9YOHCe9fbYgh12NdkvtAoEDuRuO0GHrK7dWAS/kP4=,1,0,,7,2015-11-15
buOZi+4Zf/0rn6WVfh6GaT7Z2Zy0EW9W9JGptDm5mhE=,1,0,,9,2014-08-16
g9sUfPdTxzAxiwK1+AMZK19fKqp3cmuRk6IF7/PAFEk=,1,0,,7,2011-08-21
WC8Ln1kGzhO721+RXwwoSH0FLh9Are2StzzEEMIeVP8=,1,0,,9,2016-05-12
pA6Kha0ffZMKGsYsaPJCsNfpoHp9CFfN9YSbM8W1kO4=,1,0,,4,2016-05-24
M/CQGpvHZOuo4my+t2sXFnUW0Lv7YJBQAqIGWjY+MRY=,1,0,,3,2013-04-17
Zol1QSYMy3tL2lNeAIXYNPvo+PoKEc3mqLLjNo2+MDE=,1,0,,7,2013-02-16
iCawBK6Y1FeFgqi12BnAjVc8Ipt6DBCXY7tC9DUoVMM=,22,23,female,4,2016-04-21
DjilU2Xe0cAGLU+zb3FSwyvRkPXtnnTfnCMATZODGZQ=,1,0,,3,2013-07-26
AimrE0xI05Y4/1yGqdapYjXllUV7Jnr++pggpwMy/OE=,1,0,,3,2013-08-02
PU3abZF43MOIGUKry3qu9vetFKi1d7BlJ8//Kk4zIHY=,1,0,,7,2017-01-19
4S/dFso4FCsqz0IXO+mqRyVUzYdBr7CfvWxhy2XNKFs=,1,0,,9,2012-12-27
95+5FTEoDdtfCNDHbA+AW9iUe5u/Hx7XO61Hef4GiKE=,5,57,female,3,2013-09-21
N/8Lx4kMYFtn6sWk78KuahSBetkCLsnhE4aXjvV5Mw8=,1,0,female,3,2014-08-22
/QLQVY5kKf8nLknH73sz59szOKYpou8+J4muEQvOyrQ=,1,0,female,3,2014-09-12
kCO88nTslXCVSYIa/jkQb/6s42Szs/YMb2Hde+bUaHs=,12,27,male,9,2013-12-12
t7zq8AxR3W/kpsFMFkc/0bc6IrcbOMWdtaPPzGn1AU0=,1,0,,4,2016-05-28
lcwJSjd6Yvf3JlPwHbqCzM/rLlQaSDRyxG4gR/+iI28=,1,0,,4,2016-10-19
8PIKKUgZZwBRg+65hC0xZlD8C54z0PzpFWEQeZzTAZ8=,4,20,female,3,2013-11-23
lOCcjfz/jYIG65bbfHiVg6uygMCWUcZ/SK/ahmdELsw=,1,0,,9,2014-12-31
yvCiy12noVIyRZTPKw9pfRYLpfiiA2CDQYKC8/NPXgg=,4,18,female,3,2014-12-01
ZPT+eAruJNCHgxNdg+KcekGABVecdC7xJpnEyw1oOLQ=,1,0,,9,2015-01-05
SRQyjjDbzr23qoymoA+nbKOeME+Z1PrY/m+ZvcXWiL8=,1,0,,4,2016-03-23
EOOj17IV0eii/7OOE0jFr12CEeS5emnjwu/o75eyg+4=,1,0,,9,2013-10-30
1UHMJYKZ5HT3yhkjCC7yfYt0smHhiMKd3Umkbu0Aido=,1,0,,7,2013-02-01
tBX5csS9COinZo6Uiz2bvwzUMLiPEz6lpsYgoOMFPps=,1,0,,4,2016-08-20
upfd3dlkdCxWFGmQW5Of2qFPyVmFDdY+P2FBcw2OD58=,12,52,male,7,2016-09-22
/yvZnEqDQ6OvTKGfcTkQu7vE7l9fTaNYT5mz1NXCjOI=,1,0,,4,2016-09-17
bKnxIrinIgN5BOkC0L0tL0f9C3cqOwW4xI6ukxBaMxI=,1,0,,4,2016-10-02
sXgpicX8sUZMiLfGbv5utyfXgGxTAsdOSm4ZsFf317Q=,1,0,,4,2016-10-30
Anybk1RAinF/BTAKneoPjiWE6HRhqKeErSJibtphhpA=,1,0,,4,2015-10-22
q7UAB9No2XrQHNpFkeVcjnFsVWHooQhY3czDwlEfr4Y=,1,0,,9,2016-07-11
mM7NsNE5YAagqPA+SC3mQE+IAXUPfNdqJnEvcdEdDE4=,13,26,female,9,2010-03-13
d6Dl/p7unziaUzpthJUOC0pgRYvbV1VYtbTUmLhMjGc=,1,0,,4,2017-03-20
sfsa7ut16w6fFjLM8+XuVQvj55n7WY1H/6+fLURl3J0=,1,0,,7,2014-02-25
DskDJDkd6N2+ag7RT5GJgY3Rq4UJETTTFH67tqrg+i0=,1,0,,4,2015-11-28
jVhmVHZqD0QuWNVYHyEPQDK9hvQlnGjiL7c6/wSRozw=,1,0,,9,2015-07-08
QgCdsOrn3PGM7O26rxnlWKJtj0O/ozzkwygKpa7X27A=,18,27,female,3,2015-07-11
e1ziWo5ysiDfSqGyJTAQRn2ThLyP3qFc9YjVcdtPyug=,1,0,,4,2016-02-23
lby51qTftE4bm6k4GRyslCWPKGsQHLpTxKPLb/nHUuY=,5,27,male,3,2015-01-03
rnfrPBqGRFfrpxh5nnslJej0rO6rYZqSn/FweoFjIEQ=,1,0,,4,2016-03-23
opMtLeuZIJTkiZ4dxNZxjZ4epoHE5aEmKa9F5nNyO4s=,22,37,female,9,2005-03-01
HgcmQKs6c0Qi9R2RZlW0vYlWQ+AeR2Nyh2Xl0LSPNVM=,4,22,female,3,2013-11-03
sbpahEl//z+1/pv1mtdNfFgRl/VNo7UFLbhn3CAfMII=,1,0,,3,2013-11-11
QqcKVAi6P2UIfrSnTFFIxeoRYr6lwDw9CVsBij6r62A=,6,49,female,4,2016-01-08
YmbZMOEApsPybXTXXJ/xrq0t3uFlEU5uFRzxCX3Xq6g=,1,18,male,3,2014-09-14
axOJJcM7b+wZcXED805bLtHMDGKJYdrYL//Ty28870g=,1,28,female,3,2014-09-24
PkszVegKEXOy6Im2gS8jtDeNl7wkwGU1+h3Qa6rJ+Kc=,1,0,,9,2014-09-28
yN1KFa6WIgh10eUqmeTOGMEd7GkQVIXLXxtHf6/PmnE=,1,0,,4,2016-11-02
